outcome,treatment,spec,cluster_var,n_obs,n_clusters,tau_observed,cluster_robust_se,permutation_p_value,placebo_mean,placebo_sd,B,seed
y_afd_vote,east_youth,spec_a_plus,land,2649,17,0.14501755725888474,0.023019429991423365,0.0,0.000584590849554692,0.02431744462331963,1000,12345
